nct_id,pubmed_id,trial_info,doc_info,label
NCT03318666,31630347,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Pilot Randomized Controlled Trial of SOVA (Supporting Our Valued Adolescents), a Social Media Intervention for Adolescents With Depression and Anxiety and Their Parents to Increase Use of Mental Health Services | abstract: The purpose of this pilot study is to provide preliminary findings testing the Supporting Our Valued Adolescents (SOVA) intervention, two social media sites (one for adolescents, one for parents) aiming to address negative health beliefs, knowledge about depression or anxiety, parent-adolescent communication, in a moderated online peer community, with the goal of increasing adolescent use of mental health services. | sponsor: University of Pittsburgh | start_year: 2018.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: BEHAVIORAL | group_type: EXPERIMENTAL | intervention_name: Supporting Our Valued Adolescents (SOVA) | intervention_description: The SOVA intervention includes:~* a welcome email to the websites (adolescents also get a SOVA intro video and mobile app)~* adolescents will have access to the website specifically for adolescents: sova.pitt.edu~* parents will have access to the website specifically for parents: wisesova.pitt.edu~These anonymous websites aim to: (1) challenge negative health beliefs and increase depression/anxiety knowledge through daily blog posts enhanced with peer commentary; (2) promote social support through online peer interactions; and (3) encourage parent-adolescent mental health communication through same day blog posts with questions for discussion. Parents and adolescents cannot log on to each other's sites. The sites are moderated by our research team.~The SOVA websites include articles composed by SOVA Peer Ambassadors who are adolescents and young adults who have experienced symptoms of depression or anxiety and contribute monthly articles and regular comments.","study_source: PubMed | population: Adolescents with depression and anxiety in primary care settings; Population size: 14 primary care providers (PCPs) from two community practices; Characteristics: PCPs expressed willingness to try new evidence-based practices and had positive feelings about addressing psychosocial problems, but with concerns about increased burden. | interventions: SOVA web-based technology intervention | outcomes: PCPs expressed that SOVA has a relative advantage and intuitive appeal, especially due to its potential to overcome stigma and reach adolescents and parents who may not want to talk about mental health concerns. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT00256516,24500611,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Low Carbohydrate Portfolio or Eco-Atkins Diet | abstract: Exchange of the butter, eggs, cheese and meat in the Atkins diet for soy protein foods, other vegetable proteins including gluten and vegetable fats, nuts, avocado, olive and canola oil will result in dramatic rather than modest reductions in blood lipids with weight loss. In effect this will represent an exchange of saturated fat and animal protein for healthy monounsaturated and polyunsaturated fats and vegetable proteins with significant effects on blood lipids while still encouraging weight loss. | sponsor: University of Toronto | start_year: 2005.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: OTHER | group_type: EXPERIMENTAL | intervention_name: Eco-Atkins diet (high vegetable protein and vegetable fat) | intervention_description:","study_source: PubMed | population: 39 overweight hyperlipidaemic men and postmenopausal women | interventions: Low-carbohydrate vegan diet | outcomes: Weight loss of -6.9 kg (treatment difference -1.1 kg, 95% CI -2.1 to 0.0, p=0.047) | group_type: EXPERIMENTAL | primary_endpoint: Weight loss | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",1
NCT01319656,23565674,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Adaptation, Implementation and Evaluation of an Intervention Involving the Integration of Chronic Disease Rehabilitation Services Into Primary Care | abstract: The aim of PR1MaC is to establish a clinical intervention that will adapt and permanently integrate rehabilitation services into primary care settings, which would be the reference point in the health care system for people with Chronic diseases (CD). More specifically, the intervention will aim to: (1) clinically operationalize the mechanisms and tools necessary for delivery of integrated CD services, promoting continuity of care in response to the needs expressed by stakeholders; (2) implement and deploy rehabilitation services adapted to the realities of various clinical primary care settings and develop tools to ensure the sustainability of interventions beyond the rehabilitation period; and (3) support clinical primary care teams in the acquisition and maintenance of evidence-based practices for the targeted CDs. | sponsor: Martin Fortin | start_year: 2011.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: BEHAVIORAL | group_type: ACTIVE_COMPARATOR | intervention_name: Support, management, educational, counselling, follow-up | intervention_description: The project offers a range of activities (educational, counselling, follow-up) by several professionals. The varied range of services is spread out over six months and may include individual or group meetings with professionals. Informational documents and follow-up tools are provided to patients based on their condition, to facilitate the acquisition and maintenance of knowledge, self-management, and changes in risk behaviour.","study_source: PubMed | population: Patients with chronic diseases including diabetes, cardiovascular diseases, chronic obstructive pulmonary disease, and asthma, referred by their primary care provider. Total population size is 326 for the randomized trial and 163 for the before-and-after design. | interventions: Integration of chronic disease prevention and management (CDPM) services into primary health care | outcomes: Improved patient self-efficacy and empowerment expected in the short-term. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT00972452,21737826,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Acute Cardiovascular and Metabolic Effects of Exercise Training in Individuals | abstract: The investigators wish to determine whether a short period of exercise training (5-10 days) improves the metabolic and cardiovascular response of people with or at risk of developing type 2 diabetes to eating a meal. In healthy people, blood flow to skeletal muscles increases after eating a meal, and this helps to regulate blood sugar levels by delivering blood sugar to muscles where it can be stored or metabolized. In people with or at risk of type 2 diabetes, blood flow does not increase as much after eating a meal, and this may contribute to elevated blood sugar concentrations observed in these individuals. The investigators wish to determine whether exercise can improve this response. | sponsor: University of Kansas Medical Center | start_year: 2009.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: BEHAVIORAL | group_type: EXPERIMENTAL | intervention_name: Exercise | intervention_description: short period of exercise training (5-10 days)","study_source: PubMed | population: 11 overweight or obese individuals (BMI 34 ± 1 kg/m²), sedentary (peak oxygen consumption 23 ± 1 ml·kg⁻¹·min⁻¹), aged 53 ± 2 years, with non-insulin-dependent type 2 diabetes (HbA1c 6.63 ± 0.18%) | interventions: 7 days of supervised treadmill and cycling exercise (60 min/day, 60-75% heart rate reserve) | outcomes: FBF increased by 33 ± 9, 39 ± 14, 34 ± 7, and 48 ± 18% above fasting levels at 75, 90, 105, and 120 min, respectively (P < 0.05 vs. corresponding preexercise time points) | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT03569176,19036671,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Superpower Glass Project: A Mobile At-home Intervention for Children With Autism | abstract: The purpose of this research is to study the effects of a novel artificial intelligence (AI) tool for automatic facial expression recognition that runs on Google Glass through an Android app to deliver social emotion cues to children with autism during social interactions. This novel device will use a camera, microphone, head motion tracker to analyze the behavior of the subject during interactions with other people. The system is designed to give participants non-interruptive social cues in real-time and will record social responses that can later be used to help aid behavioral therapy. It is hypothesized that the system's ability to provide continuous behavioral therapy during social interactions will enable faster gains in social skills. | sponsor: Dennis Paul Wall | start_year: 2016.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DEVICE | group_type: EXPERIMENTAL | intervention_name: Autism Glass | intervention_description: The intervention uses the outward-facing camera on the google glasses to read facial expressions and provides social cues within the child's natural environment during usual social interaction and during games accessed via the smartphone application. Participants who receive the Google Glass intervention will be asked to use it for around 20 minutes 3 times a week with their parents or during ABA therapy.","study_source: PubMed | population: 546 patients with complicated skin and skin structure infections (385 from Europe) | interventions: Tigecycline 100 mg/day (100 mg initial dose, then 50 mg intravenously twice daily) | outcomes: Clinical response in clinically evaluable population: 89.8% | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT00342732,30426695,"study_source: ClinicalTrials.gov | trial_type: OBSERVATIONAL | title: The Food Intake Phenotype: Assessing Eating Behavior and Food Preferences as Risk Factors for Obesity | abstract: The prevalence of obesity in the United States has reached alarming proportions with 33% of adults over the age of 20 being overweight. Obesity is more than twice as prevalent, however, in the Pima Indians of Arizona. Although there have been a number of advances in our understanding of the genetics of obesity, the environmental influences on the genetic expression of obesity requires further investigation.~In an effort to understand some of the influences on the high prevalence of obesity in the Pima Indians, the present study was designed to investigate eating behaviors and food preferences, most especially the preference for high fat foods, in sib-pairs of Pima Indians who have been previously genotyped in our genomic scan for loci linked to diabetes/obesity. Most specifically, we will utilize several questionnaires and methods of assessing eating behavior and the preference for high fat foods to create a food intake phenotype. In addition, we will study Caucasians so that comparisons can be made between these two groups. We will make these evaluations by assessing eating behavior, food preferences including usual fat intake and preferences for high fat foods, body image perceptions, and energy expenditure. It is hoped that the data gathered from this study will elucidate some of the risk factors for the development of obesity among the Pima Indians. | sponsor: National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) | start_year: 1999.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type:  | group_type:  | intervention_name:  | intervention_description:","study_source: PubMed | population: Eighty-two volunteers (n=82; 53 males; BMI 29 ± 7; age 38 ± 12 years) with food insecurity were studied. Food-insecure participants (n=46; 56%) were compared to food-secure individuals. | interventions: Food-insecure individuals | outcomes: Higher body weight (P=0.04), fat-free mass (P=0.05), disinhibition (P=0.008), hunger (P=0.02), and binge-eating scores (P=0.02) compared to food-secure individuals. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT01701648,20456300,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Phase I-II, Randomized, Intraindividually Placebo Controlled Clinical Trial, to Evaluate the Efficacy of Autologous Melanocyte Transplantion on Amniotic Membrane as a Substrate for Patients With Stable Vitiligo. | abstract: Vitiligo is an acquired skin disease that significantly impacts the quality of life of patients. Medical treatment of vitiligo includes the use of melanocyte transplantation but the results are variable.~This single center, single blind clinical trial comparing another treatment and also no treatment was designed to assess the efficacy of autologous monocyte transplantation in monolayers on a substrate of amniotic membrane for the treatment of stable vitiligo. Patients will receive the two interventions, melanocyte suspension and monolayer on amniotic membrane and will provide an untreated area as a control. | sponsor: Clinica Universidad de Navarra, Universidad de Navarra | start_year: 2010.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: OTHER | group_type: ACTIVE_COMPARATOR | intervention_name: Laser CO2 | intervention_description: Transplantation of autologous melanocytes using amniotic membrane as a substrate. Transplantation of suspension of autologous melanocytes.","study_source: PubMed | population: Hispanic adults with symptomatic gastro-oesophageal reflux disease (GERD), N=83 | interventions: Esomeprazole 40 mg | outcomes: Suppressed intragastric acid (pH >4.0) significantly longer over 24 h compared to lansoprazole and pantoprazole (P < 0.0001). Suppressed proximal gastric acid (pH >4.0) significantly longer over 24 h compared to lansoprazole (P < 0.05) and pantoprazole (P < 0.0001). | group_type: EXPERIMENTAL | primary_endpoint: Intragastric acid suppression (pH >4.0) | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: Gastrointestinal outcomes",0
NCT02091570,21794112,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Randomized, Controlled, Double-Blind Crossover Pilot Trial to Assess the Effects of Nutrition Bars on Subjective Ratings of Hunger and Fullness in Women | abstract: This study investigates nutrition bar consumption and possible impact on self-reported ratings of hunger and fullness compared to a control. | sponsor: PepsiCo Global R&D | start_year: 2013.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: OTHER | group_type: EXPERIMENTAL | intervention_name: Nutrition Bar | intervention_description: Intervention involves consumption of one nutrition bar of approximately 50 g in the beginning of each visit of the crossover sequence","study_source: PubMed | population: Patients with acute cough recruited from 14 Primary Care Networks (PCNs) across 13 European countries. The exact population size is not specified in the abstract. | interventions: Implementation of a multi-country prospective observational study (GRACE-01) | outcomes: Identified challenges in setting up and maintaining PCNs, designing data collection tools, and gaining commitment from researchers. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT00635128,20448468,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Evaluation of GSK Biological's dTpa-IPV Booster Vaccine in Children and Adolescents, 5 Years After Previous dTpa-IPV Boosting. | abstract: Subjects aged 9 to 13 years who participated in the 711866/001 study 5 years ago will be evaluated for immune persistence and will receive a combined dTpa-IPV booster dose that will be evaluated in terms of immunogenicity, safety and reactogenicity. | sponsor: GlaxoSmithKline | start_year: 2008.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name: Pain | adverse_event_description: Organ System: General disorders
Frequency: 257 affected / 351 at risk | intervention_type: BIOLOGICAL | group_type: EXPERIMENTAL | intervention_name: Boostrix-Polio | intervention_description: A single booster dose of dTpa-IPV vaccine will be administered to all subjects. IM administration in the deltoid muscle of the non-dominant arm.","study_source: PubMed | population: Adolescents aged 11.4 years, previously vaccinated with dTpa-IPV or dTpa + IPV at age 4–8 years, total of 415 subjects. | interventions: dTpa-IPV | outcomes: Before the second dTpa-IPV booster, seroprotection rates were: 98.2% (D), 98.5% (T), 40.6% (PT), 99.7% (FHA), 97.0% (PRN), 98.8% (anti-polio 1), 99.7% (anti-polio 2), 97.0% (anti-polio 3). One month after the second dose, all subjects were seroprotected against D, T, and polio, with anti-pertussis booster responses seen in 93.3% (PT), 93.4% (FHA), and 95.2% (PRN). Reactogenicity: 4.1% reported grade 3 pain, 4.6% redness >50 mm, 3.6% swelling >50 mm. No serious adverse events recorded. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT01218802,29908359,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Randomized Placebo-controlled Trial of Rosuvastatin in HIV-Infected Subjects to Modulate Cardiovascular Risk and Inflammation | abstract: The hypothesis of this study is that 96 weeks of Rosuvastatin will be safe and effective in decreasing cardiovascular risk and bone loss in the HIV+ population. | sponsor: University Hospitals Cleveland Medical Center | start_year: 2011.0 | drug_moa_id: -1.0 | drug_name: Rosuvastatin 10 mg. daily for 96 weeks | drug_description: Participants will take Rosuvastatin 10 mg. daily for 96 weeks. | adverse_event_name: Elevated Creatinine Kinase | adverse_event_description: Organ System: Musculoskeletal and connective tissue disorders
Notes: Week 5: Hospitalization secondary to muscle/joint pain; no rhabdomyolysis, no renal compromise. Stopped study drug but remained on study for follow-up.
Frequency: 1 affected / 72 at risk | intervention_type: DRUG | group_type: ACTIVE_COMPARATOR | intervention_name: Rosuvastatin 10 mg. daily for 96 weeks | intervention_description: Participants will take Rosuvastatin 10 mg. daily for 96 weeks.","study_source: PubMed | population: HIV-positive adults (n = 147; 78% male; 68% African American; mean age, 46 y; body mass index, 29 kg/m2; HIV1 RNA < 1000 copies/mL; low-density lipoprotein cholesterol, <130 mg/dL) receiving antiretroviral therapy. | interventions: rosuvastatin 10 mg daily (n = 72) | outcomes: Significant increase in liver fat score (LFS) at 96 weeks (P < .01) compared to baseline. | group_type: EXPERIMENTAL | primary_endpoint: Liver Fat Score (LFS) | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",1
NCT06071156,27052654,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Serial Cardiac Magnetic Resonance Imaging for Guidance of Therapy Management in Patients Treated With Anakinra Due to Recurrent Pericarditis | abstract: To determine the utility of serial cardiac magnetic resonance (CMR) imaging for guidance of therapy management in patients treated with anakinra due to recurrent pericarditis (RP), compared with c-reactive protein (CRP) assay alone. | sponsor: Azienda Ospedaliero, Universitaria Ospedali Riuniti | start_year: 2018.0 | drug_moa_id: 5017.0 | drug_name: Anakinra | drug_description: Anakinra, an IL-1 antagonist, is particularly interesting because it limits the self-sustained pathway of recurrent pericarditis and may reduce the recurrences | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: ACTIVE_COMPARATOR | intervention_name: Anakinra | intervention_description: Anakinra, an IL-1 antagonist, is particularly interesting because it limits the self-sustained pathway of recurrent pericarditis and may reduce the recurrences","study_source: PubMed | population: Patients with HER2-positive locally advanced or metastatic breast cancer (MBC and LABC), total population size of 98 (25 MBC and 73 LABC). | interventions: T-DM1 + docetaxel (MBC) | outcomes: Objective response rate of 80.0% (20/25; 95% CI 59.3-93.2) and median progression-free survival of 13.8 months (range, 1.6-33.5). | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT01063816,31412836,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Phase 1 Study of Veliparib in Combination With Carboplatin and Gemcitabine in Subjects With Advanced Solid Tumors | abstract: The purpose of this study is to determine the maximum tolerated dose of veliparib (ABT-888)and to establish the recommended Phase 2 dose of veliparib (ABT-888) when administered in combination with carboplatin and gemcitabine in subjects with advanced solid tumors. | sponsor: AbbVie (prior sponsor, Abbott) | start_year: 2010.0 | drug_moa_id: -1.0 | drug_name: veliparib (ABT-888) | drug_description: Dosing orally twice daily starting Cycle 2 Day 1- through 21 adjusted for subsequent cohorts using a continuous reassessment method. | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: veliparib (ABT-888) | intervention_description: Dosing orally twice daily starting Cycle 2 Day 1- through 21 adjusted for subsequent cohorts using a continuous reassessment method.","study_source: PubMed | population: Indian children aged 5-10 years, total population size of 2556 | interventions: Dengue force-of-infection estimation | outcomes: Annual force-of-infection at all sites combined was 11.9% (95% CI 8.8-16.2), varying across sites from 3.5% (95% CI 2.8-4.4) to 21.2% (95% CI 18.4-24.5). | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT00174993,17466227,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: PROspective PioglitAzone Clinical Trial In MacroVascular Events: A Macrovascular Outcome Study in Type 2 Diabetic Patients Comparing Pioglitazone With Placebo in Addition to Existing Therapy | abstract: The purpose of this study is to determine whether pioglitazone, once daily (QD), can delay the time to death, heart attack, acute coronary syndrome, heart bypass surgery, stroke, leg bypass surgery or amputation in patients with type 2 diabetes. | sponsor: Takeda | start_year: 2001.0 | drug_moa_id: 2179.0 | drug_name: Pioglitazone | drug_description: Pioglitazone 15 mg to 45 mg, tablets, orally, once daily for up to 48 months. | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: Pioglitazone | intervention_description: Pioglitazone 15 mg to 45 mg, tablets, orally, once daily for up to 48 months.","study_source: PubMed | population: Patients with type 2 diabetes and previous myocardial infarction (MI); total population size of 2,445 (1,230 in pioglitazone group and 1,215 in placebo group). | interventions: Pioglitazone | outcomes: 28% risk reduction in fatal and nonfatal MI (p = 0.045) | group_type: EXPERIMENTAL | primary_endpoint: Fatal and nonfatal myocardial infarction (MI) | primary_endpoint_domain: Mortality/survival | primary_endpoint_subdomain:",1
NCT02837198,31734820,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Seven-day Repeated Dose Clinical Pharmacological Study of FYU-981 Administered to Hyperuricemia | abstract: To investigate the pharmacodynamics, pharmacokinetics and safety of 7-day-repeated doses of FYU-981 administered orally to male hyperuricemic patients with uric acid-overproduction or uric acid-underexcretion type.~In addition, to investigate the additive effects of the combination of FYU-981 and topiroxostat administered orally to male hyperuricemic patients with uric acid-overproduction type. | sponsor: Fuji Yakuhin Co., Ltd. | start_year: 2016.0 | drug_moa_id: 4888.0 | drug_name: Topiroxostat | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: FYU-981 | intervention_description:","study_source: PubMed | population: Hyperuricemic patients with uric acid 'overproduction type' (n=6) and 'underexcretion type' (n=6) | interventions: Dotinurad 1 mg for 7 days | outcomes: In 'overproduction type' patients of combination group, the percent change in serum uric acid level significantly increased and the amount of urinary uric acid excretion significantly decreased compared to those of overproduction group. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT04379752,29743136,study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Using Indirect Cold Atmospheric Pressure Plasma (Plasma Activate Liquid) for the Treatment of Hair Loss | abstract: Self applied cold plasma activated medium used for androgenetic alopecia | sponsor: Dr. Peter C. Friedman | start_year: 2020.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DEVICE | group_type: EXPERIMENTAL | intervention_name: Cold-atmospeheric pressure plasma activated aqueous-alcohol solution treatment | intervention_description: Cold plasma is generated and applied to carrier liquid. Subjects are provided with the liquid to apply to the treated area,"study_source: PubMed | population: Children aged 10-15 years from ultra-poor households in rural Burkina Faso (N = 360) | interventions: Economic strengthening plus family coaching component (TU + arm) | outcomes: Reduction in depressive symptoms at 12 months (Cohen's d = -0.41, p = .001) and 24 months (d = -0.39, p = .025) | group_type: EXPERIMENTAL | primary_endpoint: Reduction in depressive symptoms | primary_endpoint_domain: Life impact | primary_endpoint_subdomain: Emotional functioning/wellbeing",0
NCT02606097,28487491,study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Phase 2 Study of Regorafenib in Metastatic Gastrointestinal Stromal Tumours With C-KIT exon17 Mutation | abstract: The main purpose of this study is to examine whether regorafenib treatment can help people with gastrointestinal stromal tumours (GIST) and have gene mutation on c-kit exon 17. The safety of regorafenib treatment is also examined. | sponsor: Chang Gung Memorial Hospital | start_year: 2014.0 | drug_moa_id: 4654.0 | drug_name: regorafenib | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: regorafenib | intervention_description:,"study_source: PubMed | population: Patients with gastrointestinal stromal tumors (GISTs) harboring secondary mutations of exon 17; 18 patients enrolled, 15 eligible for response evaluation. | interventions: Regorafenib 160 mg orally daily on days 1-21 of a 28-day cycle | outcomes: Clinical benefit rate (CBR) at 16 weeks was 93.3% (14 of 15; 6 complete responses and 8 stable disease). | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT02358915,30642365,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Two-step Training Paradigm for Voluntary Control of the Peri-auricular Muscles | abstract: The current study intends to test the effectiveness of a two-step training paradigm for a set of skeletal muscles, which are above and behind the external portion of the ear (Peri-auricular muscles). | sponsor: University of Southern California | start_year: 2015.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DEVICE | group_type: EXPERIMENTAL | intervention_name: FastStart neuromuscular electrical stimulator | intervention_description:","study_source: PubMed | population: Patients aged 40 years and older diagnosed with severe mental illness (SMI), specifically schizophrenia or bipolar disorder (BD). A minimum of 204 smokers will be included. | interventions: Intensive motivational tool based on individual risks of pulmonary damage and prevention opportunities, reinforced by individualized text messages over a period of 3 months. | outcomes: Smoking cessation at the end of follow-up confirmed by cooximetry. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT01292525,28078107,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Prospective, Multicenter, Randomized, Double-blind, Controlled Parallel Group Study Designed to Assess the Risk-benefit Balance of the Gradual Withdrawal of a Calcineurin Inhibitor (Tacrolimus) in Renal Transplant Patients Over 4 Years and Clinically Selected | abstract: The main objective of this study is to demonstrate the benefit of the withdrawal of Tacrolimus (Prograf®) on renal function in patients one year after the end of the weaning period. The secondary objectives will focus on assessing the risks and consequences of withdrawal of Tacrolimus (Prograf®). | sponsor: Nantes University Hospital | start_year: 2011.0 | drug_moa_id: 2552.0 | drug_name: Tacrolimus | drug_description: A control group continued conventional therapy, Tacrolimus (Prograf®) (control group) and will be followed in parallel group withdrawal that will stop treatment with Tacrolimus (Prograf®). | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: ACTIVE_COMPARATOR | intervention_name: Tacrolimus | intervention_description: A control group continued conventional therapy, Tacrolimus (Prograf®) (control group) and will be followed in parallel group withdrawal that will stop treatment with Tacrolimus (Prograf®).","study_source: PubMed | population: Patients with locally advanced esophageal and gastroesophageal junction (GEJ) adenocarcinoma; 33 patients enrolled, all evaluable; 67% node-positive by endoscopic ultrasound (EUS) and imaging. | interventions: Bevacizumab added to induction chemotherapy and concurrent chemoradiation with cisplatin/irinotecan | outcomes: Pathologic complete response (pCR) rate was 15%. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT01001650,28793098,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Phase 1/2a Trial of the PfSPZ Vaccine Administered Subcutaneously or Intradermally to Malaria-Naïve Adult Volunteers | abstract: The purpose of this study is to determine the safety and tolerability of a non-replicating, metabolically active Plasmodium falciparum sporozoite (PfSPZ) vaccine in malaria-naïve healthy volunteers following multiple-dose subcutaneous (SC) or intradermal (ID) administration.~In addition, the investigators wish to evaluate PfSPZ vaccine-mediated protection against P. falciparum challenge in the following 4 groups (see below) and compare protective efficacy of the PfSPZ vaccine when given by SC v ID administration in all these groups:~* Group 1: 4 doses of 7,500 PfSPZ/immunization,~* Group 2: 4 doses of 30,000 PfSPZ/immunization,~* Group 3: 4 doses of 135,000 PfSPZ/immunization~* Group 4: 4 or 6 doses of 135,000 PfSPZ/immunization.~If \> 80% protective efficacy is not achieved in Groups 1, 2, or 3, volunteers in Group 4 will receive a fifth and sixth dose. | sponsor: Sanaria Inc. | start_year: 2009.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: BIOLOGICAL | group_type: EXPERIMENTAL | intervention_name: Plasmodium falciparum Sporozoite (strain NF-54; Anopheles stephensi mosquitoes) Vaccine, Live, Inactivated (gamma irradiation) | intervention_description: Group 1: 4 doses of 7,500 PfSPZ/immunization,~Group 2: 4 doses of 30,000 PfSPZ/immunization,~Group 3: 4 doses of 135,000 PfSPZ/immunization, and~Group 4: 4 or 6 doses of 135,000 PfSPZ/immunization.~If \> 80% protective efficacy is not achieved in Groups 1, 2, or 3, volunteers in Group 4 will receive a fifth and sixth dose.","study_source: PubMed | population: Elderly patients with diabetes mellitus (n=63, G1: 36, G2: 27) | interventions: Telephone support (G1) | outcomes: Significant reduction in fasting glucose, systolic and diastolic blood pressure. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
